source_genesymbol	is_directed	target_genesymbol
OXTR	1	GNAQ
BMP7	1	ACTR2
LRP5	1	APC_AXIN1_GSK3B
MINK1	1	KCNH2
SMAD3	1	PAX6
SUFU	1	GLIS3
P2RY4	1	GNAI3
CAMK1	1	NUMB
PDHX	1	PAX6
PPP2R2C	1	SRC
SRC	1	KRT19
SYK	1	BTK
MIB1	1	RYK
MAPK1	1	KLC1
CDK5	1	AR
CSF1R	1	PLCG2
CSF2	1	CSF2RA_CSF2RB
PPP2R2A	1	PPP2CA
TGFB1	1	PPP2R2A
PKN1	1	FOXO3
PKN1	1	FOXO1
PKN1	1	FOXO6
PKN1	1	FOXO4
GCHFR	1	GCH1
PLK1	1	PLEKHG6
TTL	1	TUBA1C
NPLOC4	1	UFD1
RBX1	1	NFKB1
VCP	1	NPLOC4
PRKACA	1	NOXA1
UFD1	1	CD4
VCP	1	UFD1
PRKD2	1	SSH1
CGB7	1	LHCGR
FYN	1	CAV1
CAV1	1	FYN
PRKCB	1	ANXA1
AKT2	1	GSK3A
BNIP2	1	CDC42
CHEK1	1	CDC7
PKN1	1	EGFR
PRKCD	1	IL6ST
GPER1	1	EGFR
NBR1	1	MAP1LC3A
GSK3A	1	PKD2
GZMB	1	IGF2R
PRKACA	1	KCNJ13
SORBS1	1	CBL
GPR119	1	GNAL
ARHGEF1	1	RHOA
PRLHR	1	GNAI1
CAPRIN2	1	LRP6
CCNE2_CDK2	1	UBTF
ESR1	1	PIK3R2
EIF3F	1	NOTCH3
EIF3F	1	NOTCH4
EIF3F	1	NOTCH2
PTGER4	1	GNAI1
CDK2	1	PTHLH
CCNE2_CDK2	1	TFCP2
MAPK8	1	SMAD3
MAPK9	1	SMAD3
MAPK10	1	SMAD3
LRRK2	1	SH3GL1
LRRK2	1	SH3GL2
SOX17	1	CTNNB1
PRKAA1	1	CRTC2
ADAM17	1	TNF
CUL1_SKP1_SKP2	1	MYC
PTPN9	1	NSF
PRKAA1	1	HDAC7
RPS6KA2	1	FOS
RPS6KA3	1	FOS
RPS6KA5	1	FOS
PRKCA	1	EGLN2
S1PR1	1	GNAZ
ERCC6	1	APEX1
HOXD9	1	MEIS1
AMER1	1	AXIN1
CDK1	1	BCL2
FYN	1	GRB10
TDGF1	1	ACVR1B
ACVR1B	1	TDGF1
TDGF1	1	NODAL
PAK1	1	HACE1
PTPN6	1	CD72
TLX1	1	PPP2CB
TLX1	1	RB1
GRPR	1	GNA14
PPP2CA	1	RBL2
AMER1	1	GSK3B
BTG1	1	HOXB9
OFD1	1	IFT88
PRKACA	1	RGS10
TRADD	1	TRAF5
TACR3	1	GNA14
CDC5L	1	HNRNPM
PLRG1	1	HNRNPM
NFKB1_RELA	1	EGR1
CSNK2A1	1	GRIN2B
PPARG	1	PTEN
ABL1	1	LASP1
LASP1	1	ABL1
TGFBR1	1	PPP2R2A
PPP2R2A	1	TGFBR1
TLN1	1	ITGA2B_ITGB3
PTPN1	1	PRKCD
AURKB	1	DIAPH2
C1D	1	NR1D1
MRGPRX2	1	GNA14
POU4F1	1	ESR1
RPS6KB1	1	DEPTOR
DEPTOR	1	RPS6KB1
CRKL	1	MAP4K1
MAP4K1	1	CRKL
CCNB1_CDK1	1	KIF22
CCNB1_CDK1	1	NCOA3
CCNB1_CDK1	1	NME1
RCAN1	1	PPP3CA
PPP3CA	1	RCAN1
SLK	1	MAP3K5
IRF1	1	IRF8
IRF8	1	IRF1
PTPN6	1	SH3BP2
SEPT7	1	CENPE
ULK1	1	SMCR8
SMCR8	1	ULK1
AXIN2	1	APC
GSK3B	1	HIST1H1B
IL12A	1	IL12RB2
PPP2CA	1	ELF1
AURKA	1	KNSTRN
DLL1	1	PPP3CA
DLL1	1	PPP3CC
DLL1	1	PPP3CB
EP300	1	MYOD1
MAPK1	1	PGR
YWHAE	1	CDKN1B
HMGB1	1	TLR4
PDP1	1	PDHA1
PDP2	1	PDHA1
IL15RA	1	IL2RB
CBL	1	CRK
CRK	1	CBL
NAE1_UBA3	1	ANAPC2
SMAD6	1	NR2C2
TGFBR1	1	PIK3R1
TGFBR2	1	PIK3R2
ADORA2A	1	GNAI3
HSPA1A	1	NOD2
PDPK1	1	PLK1
SMARCA4	1	ZEB1
ADRA2C	1	GNAZ
AKT2	1	CHEK1
AKT3	1	CHEK1
TNFSF4	1	TNFRSF4
WNT6	1	LRP5
WWTR1	1	MYOD1
GAST	1	CCKBR
ABCA1	1	APOA1
APOA1	1	ABCA1
AKT3	1	AKT1S1_DEPTOR_MLST8_MTOR_RPTOR
CDC14B	1	APC_AXIN1_GSK3B
DUSP4	1	MAPK14
MAP3K12	1	MYL12B
PLK1	1	NPM1
APOA1	1	APOE
CLCF1	1	IL6ST
CSNK1G2	1	SMAD3
MPO	1	APOA1
CCNE2_CDK2	1	RRN3
HP	1	APOA1
JAK2	1	APOA1
MTTP	1	APOB
SMO	1	GNGT1
BORA	1	AURKA
CAV1	1	LRP6
CTNND1	1	CDH1
CRIPAK	1	PAK1
PTPN13	1	STK25
TTL	1	TUBA1A
APOB	1	LDLR
DTX1	1	EP300
TTL	1	TUBA1B
APH1B	1	NCSTN
APLNR	1	GNAI3
PAK3	1	CALD1
TTL	1	TUBA3E
CTNND2	1	CDH2
PPP2CA	1	RB1
TGFBR1	1	SPTBN1
AVPR1B	1	GNAQ
PCSK7	1	KHSRP
BCOR	1	HDAC3
BDKRB2	1	GNA13
SIK1	1	CRTC3
CD28	1	PIK3CG
CTNND2	1	CDH5
EFEMP2	1	ELN
LOX	1	EFEMP2
BMP1	1	COL5A1
BMP1	1	COL7A1
HTR1F	1	GNAI3
GNG12	1	PLCE1
PTPN2	1	FKBP4
PTX3	1	CFH
YWHAH	1	BCL2L11
YWHAB	1	BCL2L11
YWHAE	1	BCL2L11
YWHAZ	1	BCL2L11
YWHAG	1	BCL2L11
SFN	1	BCL2L11
YWHAQ	1	BCL2L11
CNKSR2	1	RAF1
FBN1	1	FBLN5
CCP110	1	CEP290
PPP3CA	1	NFATC3
PRKCA	1	KCNMA1
CAMK2B	1	STAT1
CAMK2B	1	STMN1
SEPT9	1	ARHGEF18
CEP290	1	RAB8A
CRYBB2	1	CRYBB3
CAPN2	1	MAPT
NR2E3	1	NR1D1
AMER1	1	LRP6
CDK2	1	MCM3
DISC1	1	NDEL1
CDK1	1	SREBF1
CLIP1	1	DCTN1
DISC1	1	KIF5B
YWHAE	1	NDEL1
CCKBR	1	GNAI3
CCKBR	1	GNAO1
DISC1	1	PAFAH1B1
TCF3	1	MYOD1
CSNK1G1	1	LRP6
CSNK1G2	1	COL4A3BP
JAK2	1	STAT1_STAT3
SRC	1	AP2B1
ARF1	1	GIT1
GIT1	1	ARF1
CTTN	1	ARPC2
BCAR1	1	PTPRH
PTPRH	1	BCAR1
PAK1	1	PLCG1
CAPN1	1	PTK2
PTK2	1	CAPN1
TRIO	1	FLNA
ADAM12	1	SRC
SRC	1	ADAM12
PAK1	1	PPM1M
PPM1M	1	PAK1
ACTB	1	PLD1
PLD1	1	ACTB
BCAR3	1	PIK3CA
PIK3CA	1	BCAR3
ARHGAP32	1	FYN
FYN	1	ARHGAP32
INSR	1	GAB1
GAB1	1	INSR
SYK	1	PTK2
PTK2	1	SYK
TGFB1I1	1	PTK2B
PTK2B	1	TGFB1I1
INSR	1	PIK3CA
SDC4	1	NUDT16L1
INSR	1	PTPN11
PTPN11	1	INSR
INSR	1	CAV1
PTK2	1	ASAP1
CAPN1	1	CBL
CBL	1	CAPN1
BCAR1	1	RAPGEF1
ITGA5	1	CBL
CBL	1	ITGA5
FYN	1	SDC4
SDC4	1	FYN
CFL1	1	ACTB
ACTB	1	CFL1
ARHGEF6	1	GIT1
GIT1	1	ARHGEF6
PXN	1	PTK2B
PTK2B	1	PXN
SYK	1	GRB2
PRKCA	1	SDC4
SDC4	1	PRKCA
PRKCA	1	VASP
VASP	1	PRKCA
PAK1	1	GIT1
ACTN1	1	LPP
TRIO	1	PTPRF
RAC1	1	ARHGEF6
ARHGEF6	1	RAC1
CRKL	1	RAPGEF1
RAPGEF1	1	CRKL
SYK	1	CTTN
CTTN	1	SYK
STAT3	1	SYK
SYK	1	STAT3
RAC1	1	TESK1
TESK1	1	RAC1
CAPN1	1	EZR
EZR	1	CAPN1
ASAP2	1	ARF1
ARF1	1	ASAP2
CBL	1	PTPN6
PTPN6	1	CBL
SRC	1	OSTF1
OSTF1	1	SRC
CSK	1	PTPN12
PDPK1	1	ITGB1
ITGB1	1	PDPK1
PXN	1	PPP2CA
PPP2CA	1	PXN
RAC1	1	ARHGAP24
ARHGAP24	1	RAC1
INSR	1	PRKCA
PRKCA	1	INSR
RHOA	1	ARHGAP26
ARHGAP26	1	RHOA
BCAR3	1	PAK1
PAK1	1	BCAR3
ASAP2	1	PTK2B
PTK2B	1	ASAP2
ABL1	1	PTPN12
PTPN12	1	ABL1
PPP2CA	1	ITGB1
NCK2	1	PAK1
PAK1	1	NCK2
ARPC2	1	ACTB
ACTB	1	ARPC2
RACK1	1	RASA1
PTK2	1	DNM2
FYN	1	BCAR1
BCAR1	1	FYN
PLCG1	1	DAG1
DAG1	1	PLCG1
PRKCA	1	PPP2CA
PPP2CA	1	PRKCA
PRKCA	1	TLN1
TLN1	1	PRKCA
CRK	1	GAB1
GAB1	1	CRK
VCL	1	ACTB
ILK	1	CAV1
SYK	1	PXN
PXN	1	SYK
PTPRA	1	BCAR1
BCAR1	1	PTPRA
SRC	1	GIT1
GIT1	1	SRC
PTK2	1	PLCG1
CAPN1	1	PRKACA
PRKACA	1	CAPN1
PTK2B	1	BCAR1
PXN	1	PTPN12
PTPN12	1	PXN
VASP	1	PPP2CA
PPP2CA	1	VASP
SRC	1	PKD1
PKD1	1	SRC
INSR	1	RASA1
RASA1	1	INSR
PRKCA	1	SHC1
PTK2B	1	CBL
ILK	1	LIMS1
ABL1	1	ACTB
ACTB	1	ABL1
ABL1	1	INPPL1
PIK3CA	1	BCAR1
BCAR1	1	PIK3CA
ADAM12	1	PIK3CA
PIK3CA	1	ADAM12
CBL	1	PIK3CA
PIK3CA	1	CBL
RAC1	1	CRK
FYN	1	CSK
CSK	1	FYN
CAPN1	1	CTTN
CTTN	1	CAPN1
RAC1	1	SOS1
SOS1	1	RAC1
FYN	1	SOS1
TRIO	1	RAC1
RAC1	1	TRIO
ACTN1	1	PLD1
PLD1	1	ACTN1
RHOA	1	ARHGAP5
ARHGAP5	1	RHOA
FYN	1	PRKCA
PRKCA	1	FYN
RAC1	1	PLD1
PLD1	1	RAC1
PIK3CA	1	PTK2
PTK2	1	PIK3CA
RHOA	1	KTN1
KTN1	1	RHOA
PPP2CA	1	CAV1
CAV1	1	PPP2CA
FYN	1	PTPN11
PTPN11	1	FYN
PRKACA	1	RHOA
RHOA	1	PRKACA
VIM	1	PRKCA
PRKCA	1	VIM
CAPN1	1	FLNA
FLNA	1	CAPN1
FYN	1	PIK3CA
PDPK1	1	PTK2B
VASP	1	ACTB
TESK1	1	PARVA
PARVA	1	TESK1
CAPN1	1	MAPK1
MAPK1	1	CAPN1
EZR	1	PTK2
PTK2	1	EZR
ACTB	1	CTTN
CTTN	1	ACTB
PTK2	1	ARHGEF6
ARHGEF6	1	PTK2
PTK2	1	TGFB1I1
FYN	1	PTK2B
PTK2B	1	FYN
PRKCA	1	FLNA
FLNA	1	PRKCA
EZR	1	ACTB
PRKACA	1	PTPN12
PTPN12	1	PRKACA
PXN	1	PTPRO
PTPRO	1	PXN
ILK	1	ILKAP
ILKAP	1	ILK
PTPN12	1	NEDD9
NEDD9	1	PTPN12
FYN	1	PXN
PXN	1	FYN
CAPN1	1	ACTN1
ACTN1	1	CAPN1
PXN	1	GIT1
GIT1	1	PXN
PTK2	1	NEDD9
NEDD9	1	PTK2
SRC	1	PRKCA
PRKCA	1	SRC
CRKL	1	BCAR1
BCAR1	1	CRKL
EZR	1	SLC9A1
SLC9A1	1	EZR
PTPN1	1	GRB2
CRKL	1	PXN
PXN	1	CRKL
LPP	1	VASP
SRC	1	ASAP1
ASAP1	1	SRC
TGFB1I1	1	FYN
FYN	1	TGFB1I1
ITGB1	1	SRC
SRC	1	ITGB1
CAV1	1	GRB7
CRKL	1	GAB1
GAB1	1	CRKL
SRC	1	CBL
CBL	1	SRC
PRKCA	1	AKT1
CRKL	1	NEDD9
NEDD9	1	CRKL
LYN	1	PIK3CA
ZYX	1	VASP
PTPRF	1	BCAR1
BCAR1	1	PTPRF
INSR	1	VAV1
VAV1	1	INSR
ILK	1	PARVA
PARVA	1	ILK
LRP1	1	SHC1
VAV1	1	PTPN6
PTPN6	1	VAV1
PRKCA	1	RHOA
RHOA	1	PRKCA
CFL1	1	PPP2CA
PPP2CA	1	CFL1
PTK2	1	PTPRH
PTPRH	1	PTK2
CAPN1	1	RHOA
RHOA	1	CAPN1
ILK	1	PARVB
CAPN1	1	PRKCA
PRKCA	1	CAPN1
FYN	1	VAV1
VAV1	1	FYN
CAPN1	1	PXN
PXN	1	CAPN1
TRIO	1	PTK2
PTK2	1	TRIO
PRKCA	1	DAG1
DAG1	1	PRKCA
CAPN1	1	TLN1
TLN1	1	CAPN1
VAV1	1	PTPN12
PTPN12	1	VAV1
CAPN1	1	VCL
VCL	1	CAPN1
CSK	1	CAV1
VAV1	1	PIK3CA
PIK3CA	1	VAV1
PTK2B	1	SORBS2
PTK2	1	GIT1
GIT1	1	PTK2
PTK2	1	GRB7
GRB7	1	PTK2
INSR	1	SORBS1
SORBS1	1	INSR
PTPN6	1	SIRPA
SIRPA	1	PTPN6
SYK	1	CRKL
CAPN1	1	MARCKS
MARCKS	1	CAPN1
PAK1	1	ARHGEF6
ARHGEF6	1	PAK1
PPP2CA	1	NEDD9
NEDD9	1	PPP2CA
CAPN1	1	PTPN6
PTPN6	1	CAPN1
SRC	1	MAPK8IP3
MAPK8IP3	1	SRC
PRKCA	1	ACTB
ACTB	1	PRKCA
PIP5K1C	1	RHOA
RHOA	1	PIP5K1C
RAC1	1	KTN1
KTN1	1	RAC1
PIK3CA	1	SYK
SYK	1	PIK3CA
RAC1	1	ELMO1
ELMO1	1	RAC1
AKT1	1	IRS1
IRS1	1	AKT1
CALR	1	LRP1
FLNA	1	AKT1
AKT1	1	FLNA
SHC1	1	PTEN
PTEN	1	SHC1
ACTN1	1	PTPN6
PTPN6	1	ACTN1
SYK	1	PTK2B
PTK2B	1	SYK
ITGB1	1	PRKCA
PRKCA	1	ITGB1
TLN1	1	ITGA5
ITGB1	1	CAPN1
CAPN1	1	ITGB1
PTK2	1	SORBS1
SRC	1	PTPRH
PTPRH	1	SRC
PTK2B	1	SH3KBP1
SH3KBP1	1	PTK2B
TRIO	1	RHOA
RHOA	1	TRIO
ABL1	1	SORBS1
ITGA5	1	PTPN2
PTPN2	1	ITGA5
ARF1	1	ASAP1
ASAP1	1	ARF1
PTK2B	1	ASAP1
ASAP1	1	PTK2B
CAPN1	1	SRC
SRC	1	CAPN1
VIM	1	ROCK1
ROCK1	1	VIM
HRAS	1	INSR
INSR	1	HRAS
PRKCA	1	VCL
VCL	1	PRKCA
CSK	1	INSR
PTK2	1	ARHGAP26
MAPK1	1	PXN
PXN	1	MAPK1
PRKCA	1	PTPRA
PTPRA	1	PRKCA
CAPN1	1	PTPN1
PTPN1	1	CAPN1
PTK2B	1	LPXN
FYN	1	THY1
CAPN1	1	TNS1
TNS1	1	CAPN1
ADAM12	1	ITGB1
TNS1	1	PIK3CA
PRKCA	1	STAT3
STAT3	1	PRKCA
DNM2	1	PLD1
PLD1	1	DNM2
ARF1	1	PLD1
PLD1	1	ARF1
PTPN11	1	PTK2B
PTK2B	1	PTPN11
IRS1	1	CSK
CSK	1	IRS1
BCAR1	1	PPP2CA
PPP2CA	1	BCAR1
GRB2	1	PLCG1
PIK3CA	1	PTK2B
PTK2B	1	PIK3CA
PTK2	1	MAPK8IP3
PTPN1	1	CAV1
EZR	1	SYK
SYK	1	EZR
LYN	1	NEDD9
PTPN1	1	RHOA
RHOA	1	PTPN1
SIRPA	1	CD47
CD47	1	SIRPA
FLNA	1	ACTB
ABL1	1	RASA1
PRKCA	1	RAC1
RAC1	1	PRKCA
ITGA5	1	PTK2
PTK2	1	ITGA5
CRK	1	NEDD9
NEDD9	1	CRK
PIP5K1C	1	RAC1
RAC1	1	PIP5K1C
LYN	1	PRKCA
PRKCA	1	LYN
ITGB1	1	FYN
FYN	1	ITGB1
PTK2B	1	VAV1
BCAR3	1	RAC1
RAC1	1	BCAR3
CBL	1	ARHGEF6
ARHGEF6	1	CBL
ITGB1	1	PRKACA
PRKACA	1	ITGB1
MAPK1	1	PAK1
PAK1	1	MAPK1
RAC1	1	DOCK1
DOCK1	1	RAC1
GRB2	1	RHOU
MAPK8	1	HSPA2
HSPA2	1	MAPK8
SRC	1	ITGB6
ITGB6	1	SRC
PTK2	1	TRIP6
PRKCA	1	ITGB3
BCAR1	1	DOCK1
PAK1	1	GIT2
ITGA6	1	CSK
CSK	1	ITGA6
ITGAM	1	CSK
CSK	1	ITGAM
PTK2B	1	TLN1
ITGB3BP	1	ITGB5
PRKCA	1	ITGB7
PTPN6	1	VAV2
VAV2	1	PTPN6
PDPK1	1	ILK
ILK	1	PDPK1
RASA1	1	GRB2
GRB2	1	RASA1
ITGAE	1	CSK
CSK	1	ITGAE
PAK1	1	ARHGEF2
PTK2B	1	CRK
ITGA2	1	CSK
CSK	1	ITGA2
MARCKS	1	ACTB
PAK1	1	PRKACA
AKT1	1	NF2
SRC	1	SOS1
ITGA1	1	PTPN2
CSK	1	CBL
PXN	1	CTTN
RHOA	1	RAC1
RAC1	1	RHOA
CSK	1	ARHGAP35
RAC1	1	PTK2
PTK2	1	RAC1
ITGB6	1	PTK2
PTK2	1	ITGB6
PAK1	1	SORBS2
PDPK1	1	PRKACA
ITGB8	1	PTK2
PTK2	1	ITGB8
SHC1	1	ILK
CSK	1	RASA1
BCAR1	1	GRB2
ARHGEF6	1	ARHGEF12
ARHGEF12	1	ARHGEF6
VAV1	1	PTPN11
PTPN11	1	VAV1
ITGB2	1	VAV1
ITGB3	1	ILK
ILK	1	ITGB3
PRKCA	1	ITGB6
ILK	1	NCK2
VAV2	1	PTPN11
PTPN11	1	VAV2
RASA1	1	PLCG1
PIK3CA	1	RAC1
RAC1	1	PIK3CA
PRKCA	1	ITGB8
HRAS	1	CAV1
ITGAL	1	CSK
CSK	1	ITGAL
IRS1	1	CBL
RAC1	1	VAV3
VAV3	1	RAC1
CRKL	1	DOCK1
DOCK1	1	CRKL
SRC	1	VAV1
VAV1	1	SRC
ITGAX	1	CSK
CSK	1	ITGAX
CRKL	1	MAPK8
BCAR1	1	MAPK8
CSK	1	ITGA8
ITGA8	1	CSK
SHC1	1	GAB1
GAB1	1	SHC1
LYN	1	STAT3
FYN	1	ABL1
CAPN2	1	PTPN1
VAV2	1	RHOA
RHOA	1	VAV2
RHOA	1	PAK1
PAK1	1	RHOA
ITGB7	1	PTK2
PTK2	1	ITGB7
LYN	1	SRC
SRC	1	LYN
FYN	1	PLAUR
PTPN1	1	CRK
INSR	1	CRK
FYN	1	RAPGEF1
CBL	1	ARHGEF7
ARHGEF7	1	CBL
AKT1	1	SORBS2
ABL1	1	ABI2
AKT1	1	PLCG1
RAC1	1	ARHGAP5
ARHGAP5	1	RAC1
ITGB3	1	PTK2
PTK2	1	ITGB3
ITGAV	1	ILK
ACTB	1	RHOA
RHOA	1	ACTB
SRC	1	ITGB8
ITGB8	1	SRC
ITGB1	1	CRKL
ITGB3	1	PTPN1
CSK	1	ITGA9
ITGA9	1	CSK
ITGB6	1	CSK
CSK	1	ITGB6
RAC1	1	PTK2B
PTK2B	1	RAC1
INSR	1	PLCG1
LYN	1	CRKL
CSK	1	ITGA7
ITGA7	1	CSK
MMP14	1	ACTB
RHOA	1	ARHGAP35
ARHGAP35	1	RHOA
ARHGEF7	1	ARHGEF12
ARHGEF12	1	ARHGEF7
PTK2B	1	RASA1
ITGB5	1	PTK2
PTK2	1	ITGB5
PTPN1	1	CTTN
INSR	1	VAV3
PRKCA	1	PTK2
PTK2	1	PRKCA
CBL	1	SOS1
CAPN2	1	TNS1
LIMK1	1	SSH1
SSH1	1	LIMK1
PKD1	1	CTTN
PTK2	1	STAT3
SRC	1	ARHGAP5
RDX	1	ACTB
ROCK1	1	GAB1
TRPM7	1	PLCG1
ITGB5	1	CSK
CSK	1	ITGB5
ITGB4	1	CSK
CSK	1	ITGB4
PTK2	1	CIB1
PTK2B	1	STAT3
ABI1	1	CRK
ITGB7	1	CSK
CSK	1	ITGB7
PTK2B	1	NEDD9
FYN	1	SRC
SRC	1	FYN
INPPL1	1	SHC1
FYN	1	NEDD9
PPP2CA	1	PAK1
ARHGEF7	1	AKT1
SRC	1	ITGB5
ITGB5	1	SRC
PTPN6	1	VAV3
VAV3	1	PTPN6
ITGB4	1	PTK2
PTK2	1	ITGB4
ITGA5	1	CSK
CSK	1	ITGA5
HRAS	1	ARHGEF6
ARHGEF6	1	HRAS
DEF6	1	RAC1
ABL1	1	PKD1
RHOA	1	MSN
CSK	1	SHC1
ITGA4	1	CSK
CSK	1	ITGA4
PRKCA	1	ITGB5
ARHGEF6	1	AKT1
SRC	1	CRK
CRK	1	SRC
ACTN1	1	SRC
FYN	1	STAT3
ITGA10	1	CSK
CSK	1	ITGA10
BCAR1	1	TNS1
FYN	1	FLNA
ITGB3	1	PTK2B
PTK2B	1	ITGB3
PLCG1	1	VAV2
VAV2	1	PLCG1
ITGB3BP	1	ITGB3
SRC	1	ITGB7
ITGB7	1	SRC
PTPN11	1	SOS1
ABL1	1	SYK
ROCK1	1	SLC9A1
PTPN1	1	PLCG1
MSN	1	SYK
SYK	1	MSN
ROCK1	1	PIP5K1C
SRC	1	SDCBP
CSK	1	ITGAD
ITGAD	1	CSK
PTPN11	1	GRB7
DEF6	1	RHOA
INSR	1	SH2B1
CASP8	1	VIM
ITGB2	1	CSK
CSK	1	ITGB2
SRC	1	ITGB4
ITGB4	1	SRC
RAC1	1	ACTB
RHOA	1	VAV3
VAV3	1	RHOA
MAPK1	1	ROCK1
ROCK1	1	MAPK1
CSK	1	ITGA11
ITGA11	1	CSK
PAK1	1	ABI3
SRC	1	DNM2
ITGB3	1	CSK
CSK	1	ITGB3
SLC9A1	1	RDX
RDX	1	SLC9A1
RHOA	1	ARHGEF2
ARHGEF2	1	RHOA
PRKCA	1	HRAS
FYN	1	GRB2
SYK	1	VAV2
VAV2	1	SYK
RHOA	1	EZR
THY1	1	ARHGAP35
ARHGAP35	1	THY1
PLCG1	1	VAV3
VAV3	1	PLCG1
FYN	1	DOCK1
THY1	1	ARHGAP5
ARHGAP5	1	THY1
SYK	1	VAV3
VAV3	1	SYK
PPP2CA	1	MAPK8
SYK	1	ITGB3
ITGB1	1	CSK
CSK	1	ITGB1
RAC1	1	ABI2
ITGA3	1	CSK
CSK	1	ITGA3
SRC	1	DOCK1
CSK	1	ITGA1
ITGA1	1	CSK
INSR	1	CRKL
ARHGAP35	1	RAC1
ITGA5	1	ILK
RAC1	1	CTTN
ITGB8	1	CSK
CSK	1	ITGB8
PTK2	1	CTTN
CTTN	1	PTK2
PTK2	1	DOCK1
GIT2	1	PXN
PTPN11	1	VAV3
VAV3	1	PTPN11
PRKACA	1	MAPK1
MAPK1	1	PRKACA
ILK	1	LIMS2
PIK3CA	1	CRK
CRK	1	PIK3CA
PRKCA	1	GRB2
SRC	1	RHOA
RHOA	1	SRC
PDPK1	1	PIK3CA
PIK3CA	1	PDPK1
ARHGAP35	1	RASA1
SLC9A1	1	MSN
MSN	1	SLC9A1
FYN	1	SYK
ITGB2	1	PTK2B
PTK2B	1	ITGB2
LYN	1	RASA1
ITGA4	1	PTK2
PTPN1	1	PTPN11
MAPK1	1	SHC1
SHC1	1	MAPK1
ITGAV	1	CSK
CSK	1	ITGAV
SYK	1	ITGB2
HRAS	1	MAPK8
MAPK8	1	HRAS
CBL	1	ITGAV
ITGAV	1	PTK2
PTK2	1	ITGAV
MAPK1	1	PTPN1
PDPK1	1	PXN
FYN	1	ITGB3
ARHGAP32	1	AKT1
PRKACA	1	VIM
PRKCA	1	PTPN1
PDPK1	1	IRS1
PTK2B	1	SOS1
ROCK1	1	IRS1
ITGB2	1	PTK2
PTK2	1	ITGB2
CAV1	1	MMP14
ROCK1	1	MARCKS
CAPN1	1	ITGB3
INSR	1	RACK1
CALR	1	ITGAV
ABL1	1	ENAH
FYN	1	CASP8
PTK2	1	CD47
PRKACA	1	LRP1
INSR	1	ARHGAP26
LYN	1	ACTB
CALR	1	ITGA3
IRS1	1	CAV1
FYN	1	ITGB4
SOS1	1	GAB1
GAB1	1	SOS1
ILK	1	ITGB2
INSR	1	ARF1
ARF1	1	INSR
LYN	1	LPXN
PTK2	1	VCL
SRC	1	SORBS1
MAPK1	1	GRB2
GRB2	1	MAPK1
MAPK1	1	PTPRH
SRC	1	VCL
VCL	1	SRC
CBL	1	HRAS
MAPK1	1	MAPK8
MAPK8	1	MAPK1
FYN	1	CRK
FYN	1	IRS1
MAPK1	1	CAV1
PDPK1	1	ITGB3
PKD1	1	HSPB1
ROCK1	1	PTK2
INSR	1	SRC
PTK2	1	TNS1
ROCK1	1	RDX
FYN	1	VAV2
ARHGEF2	1	AKT1
AKT1	1	DLC1
CAV1	1	SOS1
ROCK1	1	MSN
ITGB3	1	SHC1
FYN	1	HRAS
SDC4	1	PXN
SHC1	1	MAPK8
MAPK8	1	SHC1
PTPN6	1	SHC1
PTK2B	1	ARHGAP5
RASA1	1	SHC1
SYK	1	RASA1
PRKCA	1	MYH9
LIMK1	1	PXN
INSR	1	CEACAM1
IRS1	1	CRK
CAPN2	1	TLN1
MAPK1	1	SH2B1
PNP	1	CNTFR
CLCF1	1	CRLF1
IL18	1	IL1RAPL1
IL2RA	1	IL2RG
IL13RA2	1	IL4R
IL13	1	IL13RA2
IL12B	1	IL12RB2
NRTN	1	GFRA2
NPPA	1	NPR3
NPPB	1	NPR2
IL25	1	IL17RB
RELN	1	ITGA3
FN1	1	ITGA4
FN1	1	ITGA5
LAMA1	1	ITGA7
FN1	1	ITGA8
PLG	1	ITGA9
COL2A1	1	ITGA10
LAMA1	1	ITGA6
LAMB1	1	ITGA6
DUSP18	1	ITGA6
ADAM9	1	ITGAV
VCAM1	1	ITGAD
C3	1	ITGAX
ADAM15	1	ITGB3
FN1	1	ITGB6
MADCAM1	1	ITGB7
LAMA1	1	ITGB8
LAMB1	1	ITGB8
DUSP18	1	ITGB8
LAMA1	1	ITGB4
LAMB1	1	ITGB4
DUSP18	1	ITGB4
ADAM9	1	ITGB5
FN1	1	ITGA2B
COL1A1	1	ITGA11
CDH1	1	ITGAE
LTF	1	LRP11
APOE	1	LRP5
AGT	1	LRP2
NTNG1	1	LRRC4C
NTN3	1	CDON
NTN1	1	DCC
RGMA	1	NEO1
NXPH1	1	NRXN2
PVR	1	NECTIN3
PTDSS1	1	JMJD6
NRP1	1	PLXNA1
L1CAM	1	NRP1
DUSP18	1	RPSA
PROCR	1	THBD
PF4	1	THBD
PTDSS1	1	SCARB1
SLIT1	1	SDC1
FN1	1	SDC2
COL5A3	1	SDC3
FGF2	1	SDC4
TFRC	1	TF
TF	1	TFRC
HAS2	1	CD44
THBS1	1	CD47
CALR	1	SCARF1
COL18A1	1	GPC1
HAS2	1	HMMR
ASIP	1	MGRN1
BDNF	1	BEX3
PENK	1	OGFR
PROC	1	PROCR
RTN4	1	RTN4R
NGF	1	SORT1
TGFBR2	1	TGFBR3
TGFBR1	1	TGFBR3
L1CAM	1	PLXNA1
SEMA3A	1	PLXNA1
SEMA3F	1	PLXNA3
SEMA3A	1	PLXNA4
SEMA4D	1	PLXNB2
SEMA5A	1	PLXNB3
SEMA3E	1	PLXND1
