pathway,Adjusted p-value,Significant (in gene set)
GO_BONE_MATURATION,0.7482748899184879,1
GO_CELLULAR_RESPONSE_TO_REACTIVE_OXYGEN_SPECIES,6.802408605196426e-12,25
GO_ZYMOGEN_ACTIVATION,0.12177066808673091,4
GO_AZOLE_TRANSPORT,0.6563439224933438,1
GO_NEGATIVE_REGULATION_OF_CYTOSOLIC_CALCIUM_ION_CONCENTRATION,0.5201640341682086,1
GO_POSITIVE_REGULATION_OF_PHOSPHATASE_ACTIVITY,0.5370049167586848,2
GO_LYMPHOCYTE_DIFFERENTIATION,0.011527662207182899,18
GO_REGULATION_OF_POTASSIUM_ION_TRANSPORT,1,2
GO_CELLULAR_RESPONSE_TO_OXIDATIVE_STRESS,8.443134416708593e-11,30
GO_NEURAL_CREST_CELL_DIFFERENTIATION,0.4527821177011699,4
GO_CALCIUM_ION_IMPORT_INTO_CYTOSOL,0.5906121810691727,1
GO_MICROTUBULE_POLYMERIZATION,0.09752110610052088,5
GO_POSITIVE_REGULATION_OF_MYELINATION,1,0
GO_SPLICEOSOMAL_SNRNP_ASSEMBLY,1,0
GO_OLIGOSACCHARIDE_LIPID_INTERMEDIATE_BIOSYNTHETIC_PROCESS,1,0
GO_REGULATION_OF_GONADOTROPIN_SECRETION,1,0
GO_RESPONSE_TO_LAMINAR_FLUID_SHEAR_STRESS,1,0
GO_RESPONSE_TO_LEAD_ION,0.029856451645439343,4
GO_DEFENSE_RESPONSE_TO_BACTERIUM,0.5557416876321177,6
GO_NUCLEOTIDE_SALVAGE,1,0
GO_ALCOHOL_CATABOLIC_PROCESS,0.4206453264609167,2
GO_MYELOID_DENDRITIC_CELL_DIFFERENTIATION,1,0
GO_CELLULAR_METABOLIC_COMPOUND_SALVAGE,1,0
GO_COPULATION,1,0
GO_REGULATION_OF_CATION_TRANSMEMBRANE_TRANSPORT,0.2021584243500015,11
GO_NEPHRIC_DUCT_MORPHOGENESIS,1,0
GO_POSITIVE_REGULATION_OF_NEURON_PROJECTION_DEVELOPMENT,0.07855032900432488,12
GO_ESTROGEN_METABOLIC_PROCESS,1,0
GO_IRON_ION_HOMEOSTASIS,0.1967083772455669,4
GO_PROTEOLYSIS,2.0740942818829783e-7,57
GO_SYNAPSIS,1,0
GO_ORGANELLE_DISASSEMBLY,1,2
GO_REGULATION_OF_ER_TO_GOLGI_VESICLE_MEDIATED_TRANSPORT,0.02360281679234492,3
GO_RESPONSE_TO_IRON_ION,0.2139077204449356,3
GO_PHOSPHATIDYLINOSITOL_3_KINASE_SIGNALING,9.485576642190521e-5,15
GO_LOCOMOTORY_EXPLORATION_BEHAVIOR,0.02360281679234492,3
GO_PYRIMIDINE_CONTAINING_COMPOUND_BIOSYNTHETIC_PROCESS,0.8554066014833287,1
GO_NUCLEAR_CHROMOSOME_SEGREGATION,0.44740771179028255,7
GO_AUDITORY_RECEPTOR_CELL_MORPHOGENESIS,0.5201640341682086,1
GO_REGULATION_OF_ODONTOGENESIS_OF_DENTIN_CONTAINING_TOOTH,1,0
GO_REGULATION_OF_WNT_SIGNALING_PATHWAY_PLANAR_CELL_POLARITY_PATHWAY,0.6563439224933438,1
GO_NEUROTROPHIN_SIGNALING_PATHWAY,7.634089776412951e-4,7
GO_CELLULAR_RESPONSE_TO_INTERFERON_BETA,0.28613755787414374,2
GO_NEGATIVE_REGULATION_OF_VIRAL_TRANSCRIPTION,0.8554066014833287,1
GO_FILOPODIUM_ASSEMBLY,1,1
GO_RESPONSE_TO_TOPOLOGICALLY_INCORRECT_PROTEIN,1,3
GO_STABILIZATION_OF_MEMBRANE_POTENTIAL,1,0
GO_ERK1_AND_ERK2_CASCADE,7.7363797564194685e-05,22
GO_LENS_FIBER_CELL_DEVELOPMENT,0.16607824718565498,2
GO_SYNCYTIUM_FORMATION,1,1
GO_POSITIVE_REGULATION_OF_MESONEPHROS_DEVELOPMENT,1,0
GO_GLYCOSIDE_METABOLIC_PROCESS,1,0
GO_HETEROTYPIC_CELL_CELL_ADHESION,0.9225630633136428,2
GO_NEGATIVE_REGULATION_OF_HOMOTYPIC_CELL_CELL_ADHESION,1,0
GO_PROSTANOID_BIOSYNTHETIC_PROCESS,0.7769076987193272,1
GO_POSITIVE_REGULATION_OF_ERAD_PATHWAY,1,0
GO_ASTROCYTE_DEVELOPMENT,0.006691309398159003,6
GO_TYROSINE_PHOSPHORYLATION_OF_STAT_PROTEIN,0.48944642147483775,4
GO_METAPHASE_PLATE_CONGRESSION,1,0
GO_POSITIVE_REGULATION_OF_MYELOID_LEUKOCYTE_DIFFERENTIATION,0.43970393654587536,3
GO_POSITIVE_REGULATION_OF_APOPTOTIC_SIGNALING_PATHWAY,0.0038412370787647547,13
GO_CELLULAR_RESPONSE_TO_ABIOTIC_STIMULUS,1.0989910916997337e-8,28
GO_RESPONSE_TO_HYDROGEN_PEROXIDE,5.930499048795158e-6,16
GO_REGULATION_OF_DEVELOPMENTAL_PIGMENTATION,1,0
GO_NEGATIVE_REGULATION_OF_STRIATED_MUSCLE_CELL_APOPTOTIC_PROCESS,1,0
GO_POSITIVE_REGULATION_OF_ANION_TRANSPORT,1,1
GO_INNER_EAR_RECEPTOR_CELL_DEVELOPMENT,0.9239140082773152,1
GO_REGULATION_OF_MONOCYTE_CHEMOTAXIS,0.0800861159952797,3
GO_T_CELL_SELECTION,0.0034163590771842333,7
GO_NEGATIVE_CHEMOTAXIS,1,1
GO_PHAGOCYTOSIS_RECOGNITION,1,0
GO_RESPONSE_TO_MOLECULE_OF_BACTERIAL_ORIGIN,3.199999654917317e-7,28
GO_DEVELOPMENTAL_GROWTH,5.186562028285993e-6,34
GO_REGULATION_OF_PROTEIN_TARGETING,0.010210747062862244,7
GO_THYROID_HORMONE_GENERATION,1,0
GO_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE_MEDIATED_BY_A_CHEMICAL_SIGNAL,0.3480764059424064,3
GO_CENTRAL_NERVOUS_SYSTEM_NEURON_AXONOGENESIS,0.5201640341682086,2
GO_V_D_J_RECOMBINATION,0.719992227829117,1
GO_METANEPHROS_MORPHOGENESIS,0.9884238239511952,1
GO_GLYCOPROTEIN_METABOLIC_PROCESS,1,1
GO_RETINA_MORPHOGENESIS_IN_CAMERA_TYPE_EYE,1,0
GO_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_ENDOGENOUS_PEPTIDE_ANTIGEN,1,0
GO_HISTONE_H3_DEACETYLATION,1,0
GO_REGULATION_OF_SYNAPTIC_VESICLE_TRANSPORT,0.14702407929704228,5
GO_POSITIVE_REGULATION_OF_CARDIAC_MUSCLE_CELL_DIFFERENTIATION,0.7482748899184879,1
GO_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_ELONGATION,0.6626625003447562,2
GO_LENS_DEVELOPMENT_IN_CAMERA_TYPE_EYE,0.2814247653372819,4
GO_NEGATIVE_REGULATION_OF_CATABOLIC_PROCESS,0.001991035046854225,16
GO_REGULATION_OF_OXIDATIVE_STRESS_INDUCED_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY,0.147754424665486,3
GO_POSITIVE_REGULATION_OF_MACROPHAGE_DIFFERENTIATION,0.23740948037796228,2
GO_REGULATION_OF_RESPONSE_TO_REACTIVE_OXYGEN_SPECIES,1,1
GO_NEGATIVE_REGULATION_OF_INTRACELLULAR_TRANSPORT,0.44740771179028255,3
GO_VASCULAR_PROCESS_IN_CIRCULATORY_SYSTEM,0.18988207529099993,8
GO_MULTI_ORGANISM_BEHAVIOR,0.06608752160674294,5
GO_REGULATION_OF_BICELLULAR_TIGHT_JUNCTION_ASSEMBLY,0.8053534553866574,1
GO_DNA_METABOLIC_PROCESS,5.9800031681799005e-6,37
GO_INTESTINAL_ABSORPTION,0.8554066014833287,1
GO_MALE_SEX_DIFFERENTIATION,0.5922840244146965,5
GO_NEGATIVE_REGULATION_OF_KERATINOCYTE_PROLIFERATION,1,0
GO_LAMELLIPODIUM_ASSEMBLY,1,1
GO_RESPONSE_TO_WATER_DEPRIVATION,1,0
GO_MITOTIC_CHROMOSOME_CONDENSATION,1,0
GO_ANATOMICAL_STRUCTURE_HOMEOSTASIS,3.400309399136964e-5,24
GO_REGULATION_OF_TRANSMEMBRANE_TRANSPORT,0.03654762565184974,19
GO_REGULATION_OF_EPITHELIAL_TO_MESENCHYMAL_TRANSITION,0.37554831214439016,4
GO_POSITIVE_REGULATION_OF_TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER_IN_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS,0.02360281679234492,3
GO_RENAL_SYSTEM_PROCESS,1,2
GO_LEUKOCYTE_HOMEOSTASIS,0.20956472262206677,5
GO_POSITIVE_REGULATION_OF_ORGANELLE_ASSEMBLY,0.41875711857717357,3
GO_LUNG_ALVEOLUS_DEVELOPMENT,1,0
GO_PROGESTERONE_METABOLIC_PROCESS,1,0
GO_SPLEEN_DEVELOPMENT,0.4206453264609167,2
GO_RHO_PROTEIN_SIGNAL_TRANSDUCTION,0.5199859044371242,6
GO_RESPONSE_TO_LEPTIN,0.3308650075687283,2
GO_NEUROPEPTIDE_SIGNALING_PATHWAY,1,0
GO_ACTIVATION_OF_PROTEIN_KINASE_A_ACTIVITY,0.7769076987193272,1
GO_POSITIVE_REGULATION_OF_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_PRODUCTION,1,0
GO_AMP_METABOLIC_PROCESS,1,0
GO_DEVELOPMENT_OF_PRIMARY_SEXUAL_CHARACTERISTICS,0.506628583732127,7
GO_NEGATIVE_REGULATION_OF_OSTEOCLAST_DIFFERENTIATION,0.38480470142195006,2
GO_REGULATION_OF_RNA_SPLICING,1,2
GO_REGULATION_OF_BLOOD_CIRCULATION,0.5557416876321177,8
GO_NEGATIVE_REGULATION_OF_MITOCHONDRION_ORGANIZATION,0.5902647582496886,2
GO_NEGATIVE_REGULATION_OF_SUBSTRATE_ADHESION_DEPENDENT_CELL_SPREADING,1,0
GO_EMBRYONIC_CRANIAL_SKELETON_MORPHOGENESIS,1,0
GO_CELLULAR_RESPONSE_TO_GONADOTROPIN_STIMULUS,1,0
GO_REGULATION_OF_HISTONE_H3_K9_ACETYLATION,0.5201640341682086,1
GO_INTRACELLULAR_ESTROGEN_RECEPTOR_SIGNALING_PATHWAY,0.30505554479721964,3
GO_NEGATIVE_REGULATION_OF_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR,0.719992227829117,1
GO_CARDIAC_CELL_DEVELOPMENT,0.5906121810691727,3
GO_REGULATION_OF_EXECUTION_PHASE_OF_APOPTOSIS,0.09123587133690805,3
GO_RESPONSE_TO_CALCIUM_ION,0.4661753602984515,5
GO_NEGATIVE_REGULATION_OF_FATTY_ACID_METABOLIC_PROCESS,0.3917511628721895,1
GO_POSITIVE_REGULATION_OF_ALPHA_BETA_T_CELL_ACTIVATION,0.26844548238957533,4
GO_REGULATION_OF_TRANSCRIPTION_INITIATION_FROM_RNA_POLYMERASE_II_PROMOTER,0.47319465432182045,2
GO_POSITIVE_REGULATION_OF_CYTOSOLIC_CALCIUM_ION_CONCENTRATION_INVOLVED_IN_PHOSPHOLIPASE_C_ACTIVATING_G_PROTEIN_COUPLED_SIGNALING_PATHWAY,1,0
GO_INNER_EAR_MORPHOGENESIS,1,1
GO_RESPONSE_TO_ACTIVITY,0.0800861159952797,5
GO_ESTROUS_CYCLE,0.6914961871364044,1
GO_ORGANELLE_FUSION,0.3917511628721895,4
GO_STEROID_CATABOLIC_PROCESS,1,0
GO_REGULATION_OF_CELL_FATE_COMMITMENT,0.9239140082773152,1
GO_REGULATION_OF_CELL_MORPHOGENESIS,0.10555941979797441,17
GO_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_RESULTING_IN_TRANSCRIPTION,0.21373336822932945,2
GO_ACUTE_PHASE_RESPONSE,0.6847208060687948,2
GO_POSITIVE_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY,0.6248424326797761,1
GO_NEGATIVE_REGULATION_OF_PROTEIN_SERINE_THREONINE_KINASE_ACTIVITY,0.0941500042662009,8
GO_CELLULAR_RESPONSE_TO_ALKALOID,0.9884238239511952,1
GO_NEGATIVE_REGULATION_OF_PEPTIDASE_ACTIVITY,0.022105937979130123,11
GO_MYOBLAST_FUSION,1,1
GO_TRNA_MODIFICATION,0.5906121810691727,1
GO_CYTOSOLIC_TRANSPORT,0.08798265092040009,6
GO_INOSITOL_LIPID_MEDIATED_SIGNALING,5.189236329331732e-5,17
GO_POSITIVE_REGULATION_OF_ACTIN_FILAMENT_DEPOLYMERIZATION,1,0
GO_DNA_CATABOLIC_PROCESS_ENDONUCLEOLYTIC,1,0
GO_POSITIVE_REGULATION_OF_GLIOGENESIS,0.0024716145583530353,8
GO_LACTATION,1,0
GO_NEGATIVE_REGULATION_OF_RESPONSE_TO_EXTERNAL_STIMULUS,0.8760565022516562,8
GO_REGULATION_OF_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_DEADENYLATION_DEPENDENT_DECAY,1,0
GO_EMBRYO_IMPLANTATION,1,1
GO_RECEPTOR_CLUSTERING,1,1
GO_PIGMENT_ACCUMULATION,1,0
GO_FATTY_ACID_ELONGATION,1,0
GO_CYTOSKELETON_DEPENDENT_CYTOKINESIS,0.6248424326797761,3
GO_QUINONE_METABOLIC_PROCESS,1,0
GO_FLUID_TRANSPORT,1,0
GO_SYNAPSE_ASSEMBLY,0.4661753602984515,5
GO_PIGMENT_METABOLIC_PROCESS,1,0
GO_IMMUNE_EFFECTOR_PROCESS,2.8415362693752163e-4,42
GO_ODONTOGENESIS,0.697176806453673,4
GO_CORPUS_CALLOSUM_DEVELOPMENT,0.719992227829117,1
GO_REGULATION_OF_SYNAPTIC_TRANSMISSION_DOPAMINERGIC,1,0
GO_POSITIVE_REGULATION_OF_CELL_MORPHOGENESIS_INVOLVED_IN_DIFFERENTIATION,0.25110088994102325,7
GO_POSITIVE_REGULATION_OF_SODIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,1,0
GO_NUCLEOBASE_BIOSYNTHETIC_PROCESS,0.6914961871364044,1
GO_NEGATIVE_REGULATION_OF_LYMPHOCYTE_DIFFERENTIATION,0.6847208060687948,2
GO_GOLGI_ORGANIZATION,0.20956472262206677,5
GO_POSITIVE_REGULATION_OF_CELL_PROJECTION_ORGANIZATION,0.10310325274452299,14
GO_REGULATION_OF_OSSIFICATION,0.1125575080932154,9
GO_EXTRACELLULAR_STRUCTURE_ORGANIZATION,1,8
GO_DIVALENT_INORGANIC_CATION_TRANSPORT,0.5663391149434809,11
GO_B_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE,1,2
GO_PROTEIN_HETEROOLIGOMERIZATION,0.4442444254930823,4
GO_REGULATION_OF_APOPTOTIC_SIGNALING_PATHWAY,9.868769503972378e-7,29
GO_SIGNAL_TRANSDUCTION_INVOLVED_IN_REGULATION_OF_GENE_EXPRESSION,1,0
GO_ACTIVATION_OF_MAPKK_ACTIVITY,5.892028114611689e-6,11
GO_GLANDULAR_EPITHELIAL_CELL_DIFFERENTIATION,0.7178451215188324,2
GO_POSITIVE_REGULATION_OF_PROTEIN_MODIFICATION_BY_SMALL_PROTEIN_CONJUGATION_OR_REMOVAL,0.4803121233934732,5
GO_REGULATION_OF_T_CELL_MIGRATION,0.10622293443317188,4
GO_POSITIVE_REGULATION_OF_LEUKOCYTE_MEDIATED_IMMUNITY,1,2
GO_POSITIVE_REGULATION_OF_GLUCOSE_METABOLIC_PROCESS,0.011068651940883358,4
GO_REGULATION_OF_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE,0.6256862273993069,5
GO_PROTEIN_TARGETING_TO_MITOCHONDRION,0.7289098275047174,2
GO_POSITIVE_REGULATION_OF_OSSIFICATION,0.7059236532199038,3
GO_RESPONSE_TO_REACTIVE_OXYGEN_SPECIES,1.0783602615304468e-9,26
GO_REGULATION_OF_VASCULATURE_DEVELOPMENT,0.1901461458509489,13
GO_DETECTION_OF_CALCIUM_ION,1,0
GO_RNA_PHOSPHODIESTER_BOND_HYDROLYSIS_ENDONUCLEOLYTIC,0.968177778296583,1
GO_FRUCTOSE_METABOLIC_PROCESS,1,0
GO_EYE_MORPHOGENESIS,1,3
GO_NEGATIVE_REGULATION_OF_INTERLEUKIN_2_PRODUCTION,1,0
GO_POSITIVE_CHEMOTAXIS,0.3610420636368414,4
GO_NEGATIVE_REGULATION_OF_MRNA_SPLICING_VIA_SPLICEOSOME,1,0
GO_RESPONSE_TO_NITRIC_OXIDE,0.8554066014833287,1
GO_HEAD_MORPHOGENESIS,1,1
GO_REGULATION_OF_FATTY_ACID_BETA_OXIDATION,0.018434918598368235,3
GO_REGULATION_OF_STEM_CELL_DIFFERENTIATION,0.2674657471893474,5
GO_BRAIN_MORPHOGENESIS,1,1
GO_AMINE_BIOSYNTHETIC_PROCESS,1,0
GO_SINGLE_STRAND_BREAK_REPAIR,1,0
GO_REGULATION_OF_MITOTIC_RECOMBINATION,1,0
GO_UREA_CYCLE,0.3308650075687283,1
GO_RIBOSOMAL_LARGE_SUBUNIT_EXPORT_FROM_NUCLEUS,1,0
GO_RIBOSOMAL_SMALL_SUBUNIT_EXPORT_FROM_NUCLEUS,0.43970393654587536,1
GO_SULFUR_AMINO_ACID_CATABOLIC_PROCESS,1,0
GO_SULFUR_AMINO_ACID_TRANSPORT,1,0
GO_NEGATIVE_REGULATION_OF_TRANSCRIPTION_BY_RNA_POLYMERASE_II,0.10163470371599151,25
GO_MEIOTIC_SPINDLE_ORGANIZATION,1,0
GO_DEADENYLATION_DEPENDENT_DECAPPING_OF_NUCLEAR_TRANSCRIBED_MRNA,1,0
GO_RE_ENTRY_INTO_MITOTIC_CELL_CYCLE,1,0
GO_PROTEIN_DENEDDYLATION,1,0
GO_MRNA_3_SPLICE_SITE_RECOGNITION,1,0
GO_SPLICEOSOMAL_CONFORMATIONAL_CHANGES_TO_GENERATE_CATALYTIC_CONFORMATION,1,0
GO_MRNA_5_SPLICE_SITE_RECOGNITION,1,0
GO_PROTEIN_PEPTIDYL_PROLYL_ISOMERIZATION,1,0
GO_REGULATION_OF_HISTONE_H3_K36_METHYLATION,1,0
GO_AUTOPHAGY_OF_MITOCHONDRION,1,1
GO_MITOPHAGY,0.8053534553866574,1
GO_ENDONUCLEOLYTIC_CLEAVAGE_IN_ITS1_TO_SEPARATE_SSU_RRNA_FROM_5_8S_RRNA_AND_LSU_RRNA_FROM_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA_,1,0
GO_EXONUCLEOLYTIC_TRIMMING_INVOLVED_IN_RRNA_PROCESSING,1,0
GO_ENDONUCLEOLYTIC_CLEAVAGE_INVOLVED_IN_RRNA_PROCESSING,1,0
GO_SMALL_NUCLEOLAR_RIBONUCLEOPROTEIN_COMPLEX_ASSEMBLY,1,0
GO_BOX_C_D_SNORNP_ASSEMBLY,1,0
GO_MEIOTIC_DNA_DOUBLE_STRAND_BREAK_PROCESSING,1,0
GO_RESOLUTION_OF_MEIOTIC_RECOMBINATION_INTERMEDIATES,1,0
GO_DOUBLE_STRAND_BREAK_REPAIR_VIA_BREAK_INDUCED_REPLICATION,1,0
GO_DNA_STRAND_RENATURATION,0.5557416876321177,1
GO_DNA_CATABOLIC_PROCESS_EXONUCLEOLYTIC,1,0
GO_REGULATION_OF_GLUTAMINE_FAMILY_AMINO_ACID_METABOLIC_PROCESS,1,0
GO_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS,0.005188673251262772,9
GO_MITOCHONDRIAL_RNA_CATABOLIC_PROCESS,1,0
GO_MITOCHONDRIAL_RNA_3_END_PROCESSING,1,0
GO_RNA_5_END_PROCESSING,1,0
GO_TRANSCRIPTION_DEPENDENT_TETHERING_OF_RNA_POLYMERASE_II_GENE_DNA_AT_NUCLEAR_PERIPHERY,1,0
GO_RNA_POLYMERASE_I_PREINITIATION_COMPLEX_ASSEMBLY,1,0
GO_REPLICATIVE_CELL_AGING,0.3917511628721895,1
GO_FORMATION_OF_EXTRACHROMOSOMAL_CIRCULAR_DNA,1,0
GO_OVULATION_FROM_OVARIAN_FOLLICLE,1,0
GO_ANTRAL_OVARIAN_FOLLICLE_GROWTH,1,0
GO_LUTEINIZATION,1,0
GO_LUTEOLYSIS,0.4803121233934732,1
GO_BRANCHING_INVOLVED_IN_BLOOD_VESSEL_MORPHOGENESIS,0.054337474728795486,4
GO_FEVER_GENERATION,1,0
GO_CONDITIONED_TASTE_AVERSION,1,0
GO_REGULATION_OF_CHROMATIN_ASSEMBLY_OR_DISASSEMBLY,0.4803121233934732,1
GO_TRNA_5_LEADER_REMOVAL,1,0
GO_GASTRIC_ACID_SECRETION,1,0
GO_ENDODERMAL_CELL_FATE_SPECIFICATION,1,0
GO_FORMATION_OF_CYTOPLASMIC_TRANSLATION_INITIATION_COMPLEX,1,0
GO_SOMITE_SPECIFICATION,1,0
GO_MEMBRANE_RAFT_ASSEMBLY,1,0
GO_ESTABLISHMENT_OF_LYMPHOCYTE_POLARITY,1,0
GO_PLASMA_MEMBRANE_REPAIR,1,0
GO_NEUTROPHIL_HOMEOSTASIS,0.23740948037796228,2
GO_NEUTROPHIL_APOPTOTIC_PROCESS,0.07855032900432488,2
GO_B_CELL_APOPTOTIC_PROCESS,0.43970393654587536,2
GO_NATURAL_KILLER_CELL_PROLIFERATION,1,0
GO_SEROTONIN_SECRETION,1,0
GO_INNER_CELL_MASS_CELL_DIFFERENTIATION,1,0
GO_NEURAL_PLATE_MORPHOGENESIS,1,0
GO_NEURAL_PLATE_DEVELOPMENT,0.4803121233934732,1
GO_NEURAL_FOLD_FORMATION,1,0
GO_PROTEIN_INSERTION_INTO_MITOCHONDRIAL_MEMBRANE_INVOLVED_IN_APOPTOTIC_SIGNALING_PATHWAY,0.06608752160674294,4
GO_NK_T_CELL_DIFFERENTIATION,1,0
GO_NK_T_CELL_PROLIFERATION,1,0
GO_COMPLEMENT_ACTIVATION_LECTIN_PATHWAY,1,0
GO_RECEPTOR_RECYCLING,1,0
GO_ENDOTHELIAL_CELL_MORPHOGENESIS,1,0
GO_SELENIUM_COMPOUND_METABOLIC_PROCESS,1,0
GO_T_CELL_MEDIATED_CYTOTOXICITY,1,1
GO_NEGATIVE_REGULATION_OF_T_CELL_MEDIATED_CYTOTOXICITY,0.4803121233934732,1
GO_B_1_B_CELL_DIFFERENTIATION,1,0
GO_BLOOD_VESSEL_MATURATION,1,0
GO_ADENOSINE_RECEPTOR_SIGNALING_PATHWAY,1,0
GO_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE_BY_VASOPRESSIN,1,0
GO_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE_BY_NOREPINEPHRINE_EPINEPHRINE,0.5557416876321177,1
GO_RENIN_SECRETION_INTO_BLOOD_STREAM,1,0
GO_REGULATION_OF_ANGIOTENSIN_LEVELS_IN_BLOOD,1,0
GO_REDUCTION_OF_FOOD_INTAKE_IN_RESPONSE_TO_DIETARY_EXCESS,1,0
GO_DIET_INDUCED_THERMOGENESIS,1,0
GO_REGULATION_OF_L_GLUTAMATE_IMPORT_ACROSS_PLASMA_MEMBRANE,1,0
GO_BLOOD_VESSEL_ENDOTHELIAL_CELL_PROLIFERATION_INVOLVED_IN_SPROUTING_ANGIOGENESIS,1,0
GO_COLUMNAR_CUBOIDAL_EPITHELIAL_CELL_MATURATION,0.3308650075687283,1
GO_OPTIC_CUP_MORPHOGENESIS_INVOLVED_IN_CAMERA_TYPE_EYE_DEVELOPMENT,1,0
GO_NEGATIVE_REGULATION_OF_RECEPTOR_INTERNALIZATION,1,0
GO_TRNA_WOBBLE_BASE_MODIFICATION,0.2518907260054968,1
GO_TRNA_WOBBLE_URIDINE_MODIFICATION,0.2518907260054968,1
GO_STORE_OPERATED_CALCIUM_ENTRY,1,0
GO_AGGRESSIVE_BEHAVIOR,1,0
GO_THYROID_HORMONE_MEDIATED_SIGNALING_PATHWAY,1,0
GO_REGULATION_OF_THYROID_HORMONE_MEDIATED_SIGNALING_PATHWAY,1,0
GO_OSTEOCLAST_PROLIFERATION,1,0
GO_PROTEIN_LOCALIZATION_TO_PARANODE_REGION_OF_AXON,1,0
GO_CAP_INDEPENDENT_TRANSLATIONAL_INITIATION,1,0
GO_POSITIVE_REGULATION_OF_DEFENSE_RESPONSE_TO_VIRUS_BY_HOST,0.4486907818424733,2
GO_WOUND_HEALING_INVOLVED_IN_INFLAMMATORY_RESPONSE,1,0
GO_LYMPHOCYTE_ANERGY,1,0
GO_LEUKOCYTE_ACTIVATION_INVOLVED_IN_INFLAMMATORY_RESPONSE,0.02556795918768498,5
GO_T_CELL_ACTIVATION_VIA_T_CELL_RECEPTOR_CONTACT_WITH_ANTIGEN_BOUND_TO_MHC_MOLECULE_ON_ANTIGEN_PRESENTING_CELL,1,0
GO_MARGINAL_ZONE_B_CELL_DIFFERENTIATION,1,0
GO_MYELOID_PROGENITOR_CELL_DIFFERENTIATION,1,0
GO_B_CELL_PROLIFERATION_INVOLVED_IN_IMMUNE_RESPONSE,0.3917511628721895,1
GO_B_CELL_LINEAGE_COMMITMENT,0.3917511628721895,1
GO_IMMATURE_B_CELL_DIFFERENTIATION,0.07855032900432488,2
GO_PRO_B_CELL_DIFFERENTIATION,0.5906121810691727,1
GO_PRE_B_CELL_DIFFERENTIATION,0.3308650075687283,1
GO_RESPONSE_TO_TUMOR_CELL,1,0
GO_HISTAMINE_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE,0.43970393654587536,1
GO_CD4_POSITIVE_CD25_POSITIVE_ALPHA_BETA_REGULATORY_T_CELL_DIFFERENTIATION,1,0
GO_ALPHA_BETA_T_CELL_LINEAGE_COMMITMENT,0.013386873502015477,4
GO_T_CELL_CYTOKINE_PRODUCTION,1,1
GO_NATURAL_KILLER_CELL_CYTOKINE_PRODUCTION,1,0
GO_DENDRITIC_CELL_CYTOKINE_PRODUCTION,1,0
GO_CYTOKINE_SECRETION_INVOLVED_IN_IMMUNE_RESPONSE,0.35941389266859863,2
GO_MHC_PROTEIN_COMPLEX_ASSEMBLY,1,0
GO_IMMUNE_RESPONSE_TO_TUMOR_CELL,1,0
GO_NATURAL_KILLER_CELL_MEDIATED_IMMUNE_RESPONSE_TO_TUMOR_CELL,1,0
GO_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_IB,1,0
GO_COMPLEMENT_RECEPTOR_MEDIATED_SIGNALING_PATHWAY,0.018434918598368235,3
GO_FC_RECEPTOR_MEDIATED_STIMULATORY_SIGNALING_PATHWAY,1.817059540506891e-7,15
GO_ACUTE_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS,0.9035521417480447,1
GO_T_CELL_ANTIGEN_PROCESSING_AND_PRESENTATION,1,0
GO_TOLERANCE_INDUCTION_DEPENDENT_UPON_IMMUNE_RESPONSE,1,0
GO_GERMINAL_CENTER_FORMATION,1,0
GO_DENDRITIC_CELL_ANTIGEN_PROCESSING_AND_PRESENTATION,1,0
GO_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_EXOGENOUS_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I_TAP_INDEPENDENT,1,0
GO_TOLERANCE_INDUCTION_TO_SELF_ANTIGEN,0.43970393654587536,1
GO_T_CELL_TOLERANCE_INDUCTION,1,0
GO_HYPERSENSITIVITY,1,0
